commune,voters,eligible,turnout,district,region
Očkov,39.0,374.0,10.42,Nové Mesto nad Váhom,Trenčiansky
Pobedim,175.0,1006.0,17.39,Nové Mesto nad Váhom,Trenčiansky
Podkylava,25.0,204.0,12.25,Nové Mesto nad Váhom,Trenčiansky
Podolie,168.0,1610.0,10.43,Nové Mesto nad Váhom,Trenčiansky
Polianka,33.0,324.0,10.18,Nové Mesto nad Váhom,Trenčiansky
Poriadie,45.0,579.0,7.77,Nové Mesto nad Váhom,Trenčiansky
Potvorice,73.0,470.0,15.53,Nové Mesto nad Váhom,Trenčiansky
Považany,75.0,1070.0,7.0,Nové Mesto nad Váhom,Trenčiansky
Priepasné,23.0,304.0,7.56,Nové Mesto nad Váhom,Trenčiansky
Rudník,56.0,660.0,8.48,Nové Mesto nad Váhom,Trenčiansky
Stará Lehota,13.0,191.0,6.8,Nové Mesto nad Váhom,Trenčiansky
Stará Myjava,64.0,609.0,10.5,Nové Mesto nad Váhom,Trenčiansky
Stará Turá,946.0,7955.0,11.89,Nové Mesto nad Váhom,Trenčiansky
Trenčianske Bohuslavice,64.0,807.0,7.93,Nové Mesto nad Váhom,Trenčiansky
Vaďovce,82.0,618.0,13.26,Nové Mesto nad Váhom,Trenčiansky
Višňové,27.0,139.0,19.42,Nové Mesto nad Váhom,Trenčiansky
Vrbovce,85.0,1289.0,6.59,Nové Mesto nad Váhom,Trenčiansky
Zemianske Podhradie,58.0,584.0,9.93,Nové Mesto nad Váhom,Trenčiansky
Beluša,627.0,5012.0,12.52,Považská Bystrica,Trenčiansky
Bodiná,44.0,405.0,10.86,Považská Bystrica,Trenčiansky
Brvnište,98.0,976.0,10.04,Považská Bystrica,Trenčiansky
Čelkova Lehota,29.0,105.0,27.61,Považská Bystrica,Trenčiansky
Dohňany,153.0,1398.0,10.94,Považská Bystrica,Trenčiansky
Dolná Breznica,53.0,722.0,7.34,Považská Bystrica,Trenčiansky
Dolná Mariková,93.0,1175.0,8.25,Považská Bystrica,Trenčiansky
Dolné Kočkovce,147.0,1011.0,14.54,Považská Bystrica,Trenčiansky
Dolný Lieskov,47.0,660.0,7.12,Považská Bystrica,Trenčiansky
Domaniža,137.0,1257.0,10.89,Považská Bystrica,Trenčiansky
Ďurďové,17.0,132.0,12.87,Považská Bystrica,Trenčiansky
Hatné,44.0,483.0,9.1,Považská Bystrica,Trenčiansky
Horná Breznica,25.0,396.0,6.31,Považská Bystrica,Trenčiansky
Horná Mariková,59.0,564.0,10.46,Považská Bystrica,Trenčiansky
Horný Lieskov,35.0,306.0,11.43,Považská Bystrica,Trenčiansky
Horovce,86.0,672.0,12.79,Považská Bystrica,Trenčiansky
Jasenica,103.0,861.0,11.96,Považská Bystrica,Trenčiansky
Klieština,24.0,284.0,8.45,Považská Bystrica,Trenčiansky
Kostolec,22.0,188.0,11.7,Považská Bystrica,Trenčiansky
Kvašov,32.0,527.0,6.07,Považská Bystrica,Trenčiansky
Lazy pod Makytou,103.0,1099.0,9.46,Považská Bystrica,Trenčiansky
Lednica,42.0,792.0,5.3,Považská Bystrica,Trenčiansky
Lednické Rovne,388.0,3374.0,11.49,Považská Bystrica,Trenčiansky
Lúky,80.0,755.0,10.59,Považská Bystrica,Trenčiansky
Lysá pod Makytou,131.0,1696.0,7.84,Považská Bystrica,Trenčiansky
Malé Lednice,33.0,417.0,7.91,Považská Bystrica,Trenčiansky
Mestečko,55.0,406.0,13.54,Považská Bystrica,Trenčiansky
Mojtín,35.0,439.0,7.97,Považská Bystrica,Trenčiansky
Nimnica,95.0,573.0,16.57,Považská Bystrica,Trenčiansky
Papradno,183.0,2104.0,8.69,Považská Bystrica,Trenčiansky
Plevník-Drienové,97.0,1314.0,7.38,Považská Bystrica,Trenčiansky
Počarová,18.0,115.0,15.65,Považská Bystrica,Trenčiansky
Podskalie,23.0,110.0,20.9,Považská Bystrica,Trenčiansky
Považská Bystrica,3761.0,34096.0,11.03,Považská Bystrica,Trenčiansky
Prečín,114.0,1143.0,10.84,Považská Bystrica,Trenčiansky
Pružina,129.0,1610.0,8.01,Považská Bystrica,Trenčiansky
Púchov,1716.0,15120.0,11.34,Považská Bystrica,Trenčiansky
Sádočné,21.0,137.0,15.32,Považská Bystrica,Trenčiansky
Slopná,56.0,360.0,15.55,Považská Bystrica,Trenčiansky
Streženice,94.0,751.0,12.51,Považská Bystrica,Trenčiansky
Stupné,70.0,558.0,12.54,Považská Bystrica,Trenčiansky
Sverepec,64.0,956.0,6.69,Považská Bystrica,Trenčiansky
Udiča,174.0,1783.0,9.75,Považská Bystrica,Trenčiansky
Visolaje,59.0,744.0,7.93,Považská Bystrica,Trenčiansky
Vrchteplá,53.0,228.0,23.24,Považská Bystrica,Trenčiansky
Vydrná,46.0,285.0,16.14,Považská Bystrica,Trenčiansky
Záriečie,44.0,578.0,7.61,Považská Bystrica,Trenčiansky
Záskalie,13.0,146.0,8.9,Považská Bystrica,Trenčiansky
Zubák,52.0,719.0,7.23,Považská Bystrica,Trenčiansky
Bojnice,907.0,4217.0,21.53,Prievidza,Trenčiansky
Bošany,350.0,3470.0,10.08,Prievidza,Trenčiansky
Brodzany,83.0,676.0,12.27,Prievidza,Trenčiansky
Bystričany,203.0,1531.0,13.58,Prievidza,Trenčiansky
Čavoj,40.0,452.0,8.84,Prievidza,Trenčiansky
Čereňany,125.0,1415.0,8.9,Prievidza,Trenčiansky
Chrenovec-Brusno,125.0,1131.0,11.05,Prievidza,Trenčiansky
Chvojnica,29.0,200.0,14.5,Prievidza,Trenčiansky
Chynorany,321.0,2239.0,14.33,Prievidza,Trenčiansky
Cigeľ,160.0,980.0,16.42,Prievidza,Trenčiansky
Diviacka Nová Ves,145.0,1473.0,9.84,Prievidza,Trenčiansky
Diviaky nad Nitricou,181.0,1473.0,12.28,Prievidza,Trenčiansky
Dlžín,28.0,162.0,17.28,Prievidza,Trenčiansky
Dolné Vestenice,245.0,2126.0,11.52,Prievidza,Trenčiansky
Handlová,1358.0,14493.0,9.37,Prievidza,Trenčiansky
Horná Ves,77.0,896.0,8.59,Prievidza,Trenčiansky
Horné Vestenice,73.0,519.0,14.06,Prievidza,Trenčiansky
Hradište,75.0,832.0,9.01,Prievidza,Trenčiansky
Jalovec,42.0,486.0,8.64,Prievidza,Trenčiansky
Ješkova Ves,53.0,418.0,12.67,Prievidza,Trenčiansky
Kamenec pod Vtáčnikom,170.0,1517.0,11.2,Prievidza,Trenčiansky
Kanianka,466.0,3378.0,13.82,Prievidza,Trenčiansky
Kľačno,93.0,915.0,10.16,Prievidza,Trenčiansky
Klátova Nová Ves,195.0,1351.0,14.5,Prievidza,Trenčiansky
Kocurany,36.0,420.0,8.57,Prievidza,Trenčiansky
Kolačno,108.0,711.0,15.18,Prievidza,Trenčiansky
Koš,93.0,862.0,10.78,Prievidza,Trenčiansky
Kostolná Ves,28.0,388.0,7.21,Prievidza,Trenčiansky
Krásno,79.0,431.0,18.32,Prievidza,Trenčiansky
Lazany,160.0,1309.0,12.22,Prievidza,Trenčiansky
Lehota pod Vtáčnikom,550.0,3252.0,16.91,Prievidza,Trenčiansky
Liešťany,93.0,994.0,9.35,Prievidza,Trenčiansky
Lipník,57.0,419.0,13.6,Prievidza,Trenčiansky
Livina,30.0,91.0,32.96,Prievidza,Trenčiansky
Livinské Opatovce,34.0,201.0,16.91,Prievidza,Trenčiansky
Malá Čausa,91.0,572.0,15.9,Prievidza,Trenčiansky
Malé Kršteňany,67.0,446.0,15.02,Prievidza,Trenčiansky
Malé Uherce,77.0,621.0,12.39,Prievidza,Trenčiansky
Malinová,77.0,732.0,10.51,Prievidza,Trenčiansky
Nadlice,60.0,537.0,11.35,Prievidza,Trenčiansky
Nedanovce,63.0,521.0,12.09,Prievidza,Trenčiansky
Nedožery-Brezany,198.0,1732.0,11.43,Prievidza,Trenčiansky
Nevidzany,28.0,239.0,11.71,Prievidza,Trenčiansky
Nitrianske Pravno,344.0,2675.0,12.85,Prievidza,Trenčiansky
Nitrianske Rudno,141.0,1593.0,8.85,Prievidza,Trenčiansky
Nitrianske Sučany,154.0,999.0,15.41,Prievidza,Trenčiansky
Nitrica,119.0,1025.0,11.6,Prievidza,Trenčiansky
Nováky,515.0,3661.0,14.09,Prievidza,Trenčiansky
Opatovce nad Nitrou,177.0,1323.0,13.45,Prievidza,Trenčiansky
Oslany,193.0,1947.0,9.91,Prievidza,Trenčiansky
Ostratice,75.0,685.0,10.94,Prievidza,Trenčiansky
Partizánske,2082.0,19577.0,10.64,Prievidza,Trenčiansky
Pažiť,63.0,367.0,17.16,Prievidza,Trenčiansky
Podhradie,24.0,270.0,8.88,Prievidza,Trenčiansky
Poluvsie,87.0,488.0,17.82,Prievidza,Trenčiansky
Poruba,117.0,1074.0,10.89,Prievidza,Trenčiansky
Pravenec,155.0,1111.0,13.95,Prievidza,Trenčiansky
Prievidza,5187.0,41171.0,12.6,Prievidza,Trenčiansky
Radobica,83.0,485.0,17.11,Prievidza,Trenčiansky
Ráztočno,103.0,1033.0,9.97,Prievidza,Trenčiansky
Rudnianska Lehota,56.0,623.0,8.98,Prievidza,Trenčiansky
Sebedražie,179.0,1455.0,12.3,Prievidza,Trenčiansky
Seč,44.0,316.0,13.92,Prievidza,Trenčiansky
Skačany,109.0,1102.0,9.89,Prievidza,Trenčiansky
Šútovce,41.0,354.0,11.58,Prievidza,Trenčiansky
Temeš,20.0,199.0,10.05,Prievidza,Trenčiansky
Turčianky,13.0,130.0,10.0,Prievidza,Trenčiansky
Tužina,108.0,1008.0,10.71,Prievidza,Trenčiansky
Valaská Belá,175.0,1809.0,9.67,Prievidza,Trenčiansky
Veľká Čausa,58.0,384.0,15.1,Prievidza,Trenčiansky
Veľké Kršteňany,60.0,486.0,12.34,Prievidza,Trenčiansky
Veľké Uherce,170.0,1672.0,10.22,Prievidza,Trenčiansky
Veľký Klíž,90.0,768.0,11.71,Prievidza,Trenčiansky
Žabokreky nad Nitrou,132.0,1354.0,9.74,Prievidza,Trenčiansky
Zemianske Kostoľany,129.0,1444.0,8.93,Prievidza,Trenčiansky
Adamovské Kochanovce,96.0,633.0,15.16,Trenčín,Trenčiansky
Bobot,74.0,628.0,11.78,Trenčín,Trenčiansky
Bohunice,88.0,618.0,14.23,Trenčín,Trenčiansky
Bolešov,116.0,1226.0,9.46,Trenčín,Trenčiansky
Borčice,105.0,430.0,24.41,Trenčín,Trenčiansky
Červený Kameň,48.0,591.0,8.12,Trenčín,Trenčiansky
Chocholná-Velčice,158.0,1427.0,11.14,Trenčín,Trenčiansky
Dolná Poruba,36.0,650.0,5.53,Trenčín,Trenčiansky
Dolná Súča,234.0,2386.0,9.8,Trenčín,Trenčiansky
Drietoma,183.0,1826.0,10.02,Trenčín,Trenčiansky
Dubnica nad Váhom,2155.0,20597.0,10.47,Trenčín,Trenčiansky
Dubodiel,80.0,794.0,10.07,Trenčín,Trenčiansky
Dulov,122.0,765.0,15.94,Trenčín,Trenčiansky
Horná Poruba,124.0,871.0,14.35,Trenčín,Trenčiansky
Horná Súča,333.0,2740.0,12.15,Trenčín,Trenčiansky
Horňany,27.0,359.0,7.52,Trenčín,Trenčiansky
Horné Srnie,259.0,2267.0,11.42,Trenčín,Trenčiansky
Hrabovka,56.0,357.0,15.68,Trenčín,Trenčiansky
Ilava,623.0,4646.0,13.43,Trenčín,Trenčiansky
Ivanovce,76.0,772.0,9.84,Trenčín,Trenčiansky
Kameničany,83.0,427.0,19.43,Trenčín,Trenčiansky
Košeca,222.0,2123.0,10.45,Trenčín,Trenčiansky
Košecké Podhradie,87.0,877.0,9.92,Trenčín,Trenčiansky
Kostolná-Záriečie,76.0,538.0,14.12,Trenčín,Trenčiansky
Krivoklát,14.0,212.0,6.6,Trenčín,Trenčiansky
Krivosúd-Bodovka,30.0,264.0,11.36,Trenčín,Trenčiansky
Ladce,152.0,2125.0,7.15,Trenčín,Trenčiansky
Melčice-Lieskové,168.0,1322.0,12.7,Trenčín,Trenčiansky
Mikušovce,60.0,826.0,7.26,Trenčín,Trenčiansky
Mníchova Lehota,103.0,992.0,10.38,Trenčín,Trenčiansky
Motešice,93.0,664.0,14.0,Trenčín,Trenčiansky
Nemšová,662.0,5135.0,12.89,Trenčín,Trenčiansky
Neporadza,79.0,656.0,12.04,Trenčín,Trenčiansky
Nová Dubnica,1596.0,9794.0,16.3,Trenčín,Trenčiansky
Omšenie,140.0,1633.0,8.57,Trenčín,Trenčiansky
Opatovce,20.0,334.0,5.98,Trenčín,Trenčiansky
Petrova Lehota,24.0,159.0,15.09,Trenčín,Trenčiansky
Pruské,232.0,1744.0,13.3,Trenčín,Trenčiansky
Sedmerovec,35.0,344.0,10.17,Trenčín,Trenčiansky
Selec,95.0,818.0,11.61,Trenčín,Trenčiansky
Skalka nad Váhom,127.0,946.0,13.42,Trenčín,Trenčiansky
Slavnica,113.0,540.0,20.92,Trenčín,Trenčiansky
Soblahov,151.0,1792.0,8.48,Trenčín,Trenčiansky
Štvrtok,58.0,306.0,18.95,Trenčín,Trenčiansky
Svinná,161.0,1296.0,12.42,Trenčín,Trenčiansky
Trenčianska Teplá,509.0,3391.0,15.01,Trenčín,Trenčiansky
Trenčianska Turná,309.0,2520.0,12.26,Trenčín,Trenčiansky
Trenčianske Jastrabie,116.0,1046.0,11.08,Trenčín,Trenčiansky
Trenčianske Mitice,57.0,623.0,9.14,Trenčín,Trenčiansky
Trenčianske Stankovce,275.0,2570.0,10.7,Trenčín,Trenčiansky
Trenčianske Teplice,615.0,3543.0,17.38,Trenčín,Trenčiansky
Trenčín,7035.0,46731.0,15.07,Trenčín,Trenčiansky
Tuchyňa,110.0,627.0,17.54,Trenčín,Trenčiansky
Veľká Hradná,78.0,551.0,14.15,Trenčín,Trenčiansky
Veľké Bierovce,82.0,542.0,15.12,Trenčín,Trenčiansky
Vršatské Podhradie,32.0,212.0,15.09,Trenčín,Trenčiansky
Zamarovce,135.0,754.0,17.9,Trenčín,Trenčiansky
Zliechov,82.0,502.0,16.33,Trenčín,Trenčiansky
Bajč,134.0,1037.0,12.92,Komárno,Nitriansky
Bátorove Kosihy,327.0,2865.0,11.41,Komárno,Nitriansky
Bodza,54.0,309.0,17.47,Komárno,Nitriansky
Bodzianske Lúky,49.0,178.0,27.52,Komárno,Nitriansky
Brestovec,106.0,406.0,26.1,Komárno,Nitriansky
Búč,180.0,999.0,18.01,Komárno,Nitriansky
Čalovec,97.0,944.0,10.27,Komárno,Nitriansky
Chotín,185.0,1186.0,15.59,Komárno,Nitriansky
Číčov,180.0,1064.0,16.91,Komárno,Nitriansky
Dedina Mládeže,61.0,385.0,15.84,Komárno,Nitriansky
Dulovce,175.0,1417.0,12.35,Komárno,Nitriansky
Holiare,66.0,394.0,16.75,Komárno,Nitriansky
Hurbanovo,739.0,6457.0,11.44,Komárno,Nitriansky
Imeľ,126.0,1705.0,7.39,Komárno,Nitriansky
Iža,308.0,1373.0,22.43,Komárno,Nitriansky
Kameničná,163.0,1578.0,10.32,Komárno,Nitriansky
Klížska Nemá,113.0,420.0,26.9,Komárno,Nitriansky
Kolárovo,845.0,8883.0,9.51,Komárno,Nitriansky
Komárno,3997.0,29034.0,13.77,Komárno,Nitriansky
Kravany nad Dunajom,115.0,615.0,18.69,Komárno,Nitriansky
Lipové,14.0,130.0,10.76,Komárno,Nitriansky
Marcelová,306.0,3097.0,9.91,Komárno,Nitriansky
Martovce,98.0,604.0,16.22,Komárno,Nitriansky
Moča,178.0,961.0,18.52,Komárno,Nitriansky
Modrany,140.0,1089.0,12.85,Komárno,Nitriansky
Mudroňovo,26.0,95.0,27.36,Komárno,Nitriansky
Nesvady,377.0,4132.0,9.14,Komárno,Nitriansky
Okoličná na Ostrove,151.0,1214.0,12.43,Komárno,Nitriansky
Patince,121.0,430.0,28.13,Komárno,Nitriansky
Pribeta,393.0,2455.0,16.04,Komárno,Nitriansky
Radvaň nad Dunajom,147.0,584.0,25.17,Komárno,Nitriansky
Sokolce,146.0,1019.0,14.32,Komárno,Nitriansky
Šrobárová,70.0,406.0,17.24,Komárno,Nitriansky
Svätý Peter,357.0,2230.0,16.0,Komárno,Nitriansky
Tôň,108.0,663.0,16.44,Komárno,Nitriansky
Trávnik,93.0,583.0,15.95,Komárno,Nitriansky
Veľké Kosihy,201.0,840.0,23.92,Komárno,Nitriansky
Virt,54.0,242.0,22.31,Komárno,Nitriansky
Vrbová nad Váhom,79.0,455.0,17.36,Komárno,Nitriansky
Zemianska Olča,199.0,2066.0,9.63,Komárno,Nitriansky
Zlatná na Ostrove,168.0,2017.0,8.32,Komárno,Nitriansky
Bajka,18.0,254.0,7.08,Levice,Nitriansky
Bátovce,94.0,894.0,10.62,Levice,Nitriansky
Beša,84.0,535.0,15.7,Levice,Nitriansky
Bielovce,51.0,197.0,25.88,Levice,Nitriansky
Bohunice,24.0,113.0,21.23,Levice,Nitriansky
Bory,40.0,278.0,14.38,Levice,Nitriansky
Brhlovce,46.0,270.0,17.03,Levice,Nitriansky
Čajkov,169.0,847.0,19.95,Levice,Nitriansky
Čaka,55.0,651.0,8.44,Levice,Nitriansky
Čata,148.0,964.0,15.35,Levice,Nitriansky
Demandice,121.0,831.0,14.56,Levice,Nitriansky
Devičany,47.0,340.0,13.82,Levice,Nitriansky
Dolná Seč,38.0,391.0,9.71,Levice,Nitriansky
Dolné Semerovce,58.0,394.0,14.72,Levice,Nitriansky
Dolný Pial,46.0,797.0,5.77,Levice,Nitriansky
Domadice,31.0,212.0,14.62,Levice,Nitriansky
Drženice,58.0,312.0,18.58,Levice,Nitriansky
Farná,212.0,1131.0,18.74,Levice,Nitriansky
Hokovce,64.0,439.0,14.57,Levice,Nitriansky
Hontianska Vrbica,50.0,450.0,11.11,Levice,Nitriansky
Hontianske Trsťany,76.0,270.0,28.14,Levice,Nitriansky
Horná Seč,85.0,450.0,18.88,Levice,Nitriansky
Horné Semerovce,50.0,493.0,10.14,Levice,Nitriansky
Horné Turovce,50.0,479.0,10.43,Levice,Nitriansky
Horný Pial,30.0,229.0,13.1,Levice,Nitriansky
Hrkovce,29.0,267.0,10.86,Levice,Nitriansky
Hronovce,114.0,1208.0,9.43,Levice,Nitriansky
Hronské Kľačany,200.0,1205.0,16.68,Levice,Nitriansky
Hronské Kosihy,51.0,554.0,9.2,Levice,Nitriansky
Iňa,42.0,185.0,22.7,Levice,Nitriansky
Ipeľské Úľany,76.0,259.0,29.34,Levice,Nitriansky
Ipeľský Sokolec,81.0,708.0,11.44,Levice,Nitriansky
Jabloňovce,27.0,184.0,14.67,Levice,Nitriansky
Jesenské,18.0,41.0,43.9,Levice,Nitriansky
Jur nad Hronom,107.0,793.0,13.49,Levice,Nitriansky
Kalná nad Hronom,231.0,1713.0,13.48,Levice,Nitriansky
Keť,196.0,522.0,37.54,Levice,Nitriansky
Kozárovce,247.0,1605.0,15.45,Levice,Nitriansky
Krškany,82.0,573.0,14.31,Levice,Nitriansky
Kubáňovo,64.0,256.0,25.0,Levice,Nitriansky
Kukučínov,41.0,513.0,7.99,Levice,Nitriansky
Kuraľany,75.0,435.0,17.24,Levice,Nitriansky
Levice,3333.0,28404.0,11.75,Levice,Nitriansky
Lok,57.0,817.0,6.97,Levice,Nitriansky
Lontov,41.0,504.0,8.13,Levice,Nitriansky
Lula,21.0,160.0,13.75,Levice,Nitriansky
Málaš,43.0,426.0,10.09,Levice,Nitriansky
Malé Kozmálovce,52.0,328.0,15.85,Levice,Nitriansky
Malé Ludince,44.0,157.0,28.02,Levice,Nitriansky
Mýtne Ludany,78.0,772.0,10.1,Levice,Nitriansky
Nová Dedina,160.0,1295.0,12.35,Levice,Nitriansky
Nový Tekov,90.0,694.0,12.96,Levice,Nitriansky
Nýrovce,80.0,468.0,17.09,Levice,Nitriansky
Ondrejovce,50.0,366.0,13.66,Levice,Nitriansky
Pastovce,74.0,453.0,16.33,Levice,Nitriansky
Pečenice,35.0,109.0,32.11,Levice,Nitriansky
Plášťovce,262.0,1350.0,19.4,Levice,Nitriansky
Plavé Vozokany,63.0,647.0,9.73,Levice,Nitriansky
Podlužany,80.0,641.0,12.48,Levice,Nitriansky
Pohronský Ruskov,175.0,1075.0,16.27,Levice,Nitriansky
Pukanec,202.0,1671.0,12.08,Levice,Nitriansky
Rybník,170.0,1187.0,14.32,Levice,Nitriansky
Šahy,714.0,6366.0,11.21,Levice,Nitriansky
Šalov,34.0,276.0,12.31,Levice,Nitriansky
Santovka,89.0,623.0,14.44,Levice,Nitriansky
Šarovce,92.0,1277.0,7.2,Levice,Nitriansky
Sazdice,73.0,365.0,20.0,Levice,Nitriansky
Sikenica,39.0,519.0,7.51,Levice,Nitriansky
Slatina,52.0,249.0,20.88,Levice,Nitriansky
Starý Hrádok,17.0,149.0,11.4,Levice,Nitriansky
Starý Tekov,198.0,1195.0,16.56,Levice,Nitriansky
Tehla,36.0,429.0,8.39,Levice,Nitriansky
Tekovské Lužany,268.0,2356.0,11.37,Levice,Nitriansky
Tekovský Hrádok,32.0,294.0,10.88,Levice,Nitriansky
Tlmače,419.0,3294.0,12.75,Levice,Nitriansky
Tupá,75.0,480.0,15.62,Levice,Nitriansky
Turá,15.0,204.0,7.35,Levice,Nitriansky
Uhliská,21.0,169.0,12.42,Levice,Nitriansky
Veľké Kozmálovce,64.0,581.0,11.01,Levice,Nitriansky
Veľké Ludince,265.0,1297.0,20.43,Levice,Nitriansky
Veľké Turovce,63.0,633.0,9.95,Levice,Nitriansky
Veľký Ďur,93.0,1095.0,8.49,Levice,Nitriansky
Vyškovce nad Ipľom,98.0,559.0,17.53,Levice,Nitriansky
Vyšné nad Hronom,34.0,153.0,22.22,Levice,Nitriansky
Zalaba,67.0,137.0,48.9,Levice,Nitriansky
Zbrojníky,32.0,431.0,7.42,Levice,Nitriansky
Želiezovce,731.0,5954.0,12.27,Levice,Nitriansky
Žemberovce,132.0,1058.0,12.47,Levice,Nitriansky
Žemliare,54.0,138.0,39.13,Levice,Nitriansky
Alekšince,122.0,1378.0,8.85,Nitra,Nitriansky
Báb,60.0,873.0,6.87,Nitra,Nitriansky
Babindol,63.0,549.0,11.47,Nitra,Nitriansky
Bádice,58.0,266.0,21.8,Nitra,Nitriansky
Beladice,103.0,1282.0,8.03,Nitra,Nitriansky
Branč,173.0,1835.0,9.42,Nitra,Nitriansky
Čab,57.0,622.0,9.32,Nitra,Nitriansky
Cabaj-Čápor,280.0,3184.0,8.79,Nitra,Nitriansky
Čakajovce,60.0,935.0,6.41,Nitra,Nitriansky
Čaradice,67.0,432.0,15.74,Nitra,Nitriansky
Čechynce,150.0,893.0,16.79,Nitra,Nitriansky
Čeľadice,106.0,774.0,13.69,Nitra,Nitriansky
Červený Hrádok,85.0,348.0,24.42,Nitra,Nitriansky
Choča,60.0,426.0,14.08,Nitra,Nitriansky
Čierne Kľačany,99.0,907.0,10.91,Nitra,Nitriansky
Čifáre,44.0,506.0,8.69,Nitra,Nitriansky
Dolné Lefantovce,114.0,446.0,25.56,Nitra,Nitriansky
Dolné Obdokovce,71.0,969.0,7.32,Nitra,Nitriansky
Golianovo,140.0,1210.0,11.57,Nitra,Nitriansky
Horné Lefantovce,88.0,767.0,11.47,Nitra,Nitriansky
Hostie,147.0,1017.0,14.45,Nitra,Nitriansky
Hosťová,69.0,318.0,22.01,Nitra,Nitriansky
Hosťovce,89.0,603.0,14.75,Nitra,Nitriansky
Hruboňovo,48.0,411.0,11.67,Nitra,Nitriansky
Ivanka pri Nitre,270.0,2079.0,12.98,Nitra,Nitriansky
Jarok,186.0,1611.0,11.54,Nitra,Nitriansky
Jedľové Kostoľany,113.0,788.0,14.59,Nitra,Nitriansky
Jelenec,189.0,1671.0,11.31,Nitra,Nitriansky
Jelšovce,71.0,843.0,8.42,Nitra,Nitriansky
Kapince,18.0,169.0,10.65,Nitra,Nitriansky
Klasov,100.0,1013.0,9.87,Nitra,Nitriansky
Kolíňany,122.0,1273.0,9.58,Nitra,Nitriansky
Kostoľany pod Tribečom,58.0,325.0,17.84,Nitra,Nitriansky
Ladice,71.0,643.0,11.04,Nitra,Nitriansky
Lehota,220.0,1845.0,11.92,Nitra,Nitriansky
Lovce,51.0,567.0,8.99,Nitra,Nitriansky
Lúčnica nad Žitavou,101.0,779.0,12.96,Nitra,Nitriansky
Ľudovítová,31.0,185.0,16.75,Nitra,Nitriansky
Lukáčovce,126.0,923.0,13.65,Nitra,Nitriansky
Lužianky,241.0,2376.0,10.14,Nitra,Nitriansky
Machulince,121.0,928.0,13.03,Nitra,Nitriansky
Malé Chyndice,35.0,327.0,10.7,Nitra,Nitriansky
Malé Vozokany,52.0,241.0,21.57,Nitra,Nitriansky
Malé Zálužie,51.0,252.0,20.63,Nitra,Nitriansky
Malý Cetín,56.0,342.0,16.37,Nitra,Nitriansky
Malý Lapáš,72.0,516.0,13.95,Nitra,Nitriansky
Mankovce,53.0,457.0,11.59,Nitra,Nitriansky
Martin nad Žitavou,41.0,438.0,9.36,Nitra,Nitriansky
Melek,58.0,393.0,14.75,Nitra,Nitriansky
Mojmírovce,191.0,2318.0,8.23,Nitra,Nitriansky
Nemčiňany,51.0,571.0,8.93,Nitra,Nitriansky
Neverice,71.0,566.0,12.54,Nitra,Nitriansky
Nevidzany,72.0,490.0,14.69,Nitra,Nitriansky
Nitra,9336.0,69609.0,13.42,Nitra,Nitriansky
Nitrianske Hrnčiarovce,194.0,1658.0,11.7,Nitra,Nitriansky
Nová Ves nad Žitavou,109.0,1087.0,10.02,Nitra,Nitriansky
Nové Sady,133.0,1108.0,12.0,Nitra,Nitriansky
Obyce,118.0,1293.0,9.12,Nitra,Nitriansky
Paňa,52.0,302.0,17.21,Nitra,Nitriansky
Podhorany,86.0,906.0,9.49,Nitra,Nitriansky
Pohranice,124.0,896.0,13.83,Nitra,Nitriansky
Poľný Kesov,51.0,535.0,9.53,Nitra,Nitriansky
Rišňovce,180.0,1688.0,10.66,Nitra,Nitriansky
Rumanová,50.0,683.0,7.32,Nitra,Nitriansky
Skýcov,158.0,845.0,18.69,Nitra,Nitriansky
Sľažany,144.0,1405.0,10.24,Nitra,Nitriansky
Slepčany,77.0,702.0,10.96,Nitra,Nitriansky
Štefanovičová,31.0,243.0,12.75,Nitra,Nitriansky
Štitáre,59.0,614.0,9.6,Nitra,Nitriansky
Šurianky,52.0,495.0,10.5,Nitra,Nitriansky
Svätoplukovo,113.0,1101.0,10.26,Nitra,Nitriansky
Tajná,33.0,245.0,13.46,Nitra,Nitriansky
Tekovské Nemce,70.0,852.0,8.21,Nitra,Nitriansky
Telince,30.0,290.0,10.34,Nitra,Nitriansky
Tesárske Mlyňany,155.0,1403.0,11.04,Nitra,Nitriansky
Topoľčianky,311.0,2354.0,13.21,Nitra,Nitriansky
Velčice,89.0,681.0,13.06,Nitra,Nitriansky
Veľká Dolina,60.0,556.0,10.79,Nitra,Nitriansky
Veľké Chyndice,31.0,287.0,10.8,Nitra,Nitriansky
Veľké Vozokany,71.0,398.0,17.83,Nitra,Nitriansky
Veľké Zálužie,301.0,3392.0,8.9,Nitra,Nitriansky
Veľký Cetín,187.0,1397.0,13.38,Nitra,Nitriansky
Veľký Lapáš,134.0,1001.0,13.38,Nitra,Nitriansky
Vieska nad Žitavou,71.0,414.0,17.14,Nitra,Nitriansky
Vinodol,103.0,1556.0,6.61,Nitra,Nitriansky
Volkovce,110.0,718.0,15.32,Nitra,Nitriansky
Vráble,828.0,7552.0,10.97,Nitra,Nitriansky
Výčapy-Opatovce,202.0,1781.0,11.34,Nitra,Nitriansky
Zbehy,179.0,1817.0,9.85,Nitra,Nitriansky
Žikava,61.0,431.0,14.15,Nitra,Nitriansky
Žirany,112.0,1138.0,9.84,Nitra,Nitriansky
Žitavany,204.0,1611.0,12.66,Nitra,Nitriansky
